Company_ID,Company_Name,City,State,Zip_Code,Number_Physicians,Revenue_Millions,Profit_Millions,Asset_Millions,Employees_Single_Site,Employees_All_Sites,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
C102,Bay Park Community Hospital,Toledo,Ohio,43604,1,80,NA,83,NA,534,Nonprofit,Subsidiary,NA,"Promedica Health Systems, Inc.",United States,"Promedica Health Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C103,"Baycare Behavioral Health, Inc.",Clearwater,Florida,33759,1,26,NA,5,40,500,Nonprofit,Subsidiary,NA,"Baycare Health System, Inc.",United States,Trinity Health Corporation,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C104,Baystate Health Inc.,Holyoke,Massachusetts,1040,2,9,NA,NA,50,50,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C105,Beachway Therapy Center LLC,West Palm Beach,Florida,33407,1,5,NA,NA,40,40,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C106,"Beacon Orthopaedics & Sports Medicine, Ltd.",Cincinnati,Ohio,45241,1,7,NA,NA,NA,16,Private,Parent,NA,"Beacon Orthopaedics & Sports Medicine, Ltd.",United States,"Beacon Orthopaedics & Sports Medicine, Ltd.",United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
C107,"Beaver Dam Community Hospitals, Inc.",Beaver Dam,Wisconsin,53916,1,115,NA,182,790,900,Nonprofit,Parent,NA,"Beaver Dam Community Hospitals, Inc.",United States,"Beaver Dam Community Hospitals, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C108,Behavioral Health Authority,Richmond,Virginia,23219,1,31,NA,7,300,420,Private,Parent,NA,Behavioral Health Authority,United States,Behavioral Health Authority,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C109,"Behavorial Healthcare Partners of Central Ohio, Inc.",Newark,Ohio,43055,1,9,NA,3,130,175,Nonprofit,Parent,NA,"Behavorial Healthcare Partners of Central Ohio, Inc.",United States,"Behavorial Healthcare Partners of Central Ohio, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C110,"Bellin Memorial Hospital, Inc.",Green Bay,Wisconsin,54301,1,562,NA,609,NA,1725,Nonprofit,Subsidiary,NA,"Bellin Health Systems, Inc.",United States,"Bellin Health Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C111,Bergen Pines County Hospital Inc,Paramus,New Jersey,7652,1,161,NA,64,1700,1856,Nonprofit,Parent,NA,Bergen Pines County Hospital Inc,United States,Bergen Pines County Hospital Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C112,"Beth Israel Deaconess Hospital - Milton, Inc.",Milton,Massachusetts,2186,1,106,NA,140,425,425,Private,Subsidiary,NA,"Beth Israel Deaconess Medical Center, Inc.",United States,"Beth Israel Lahey Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C113,"Beth Israel Lahey Health, Inc.",Boston,Massachusetts,2215,3,3646,NA,NA,NA,35786,Nonprofit,Parent,NA,"Beth Israel Lahey Health, Inc.",United States,"Beth Israel Lahey Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C114,"Better Health For Northeast New York, Inc.",Albany,New York,12208,1,17,NA,NA,2,2,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990000,"Health and allied services, nec",8099,"Health and Allied Services, Not Elsewhere Classified"
C115,"Big Sandy Health Care, Inc.",Prestonsburg,Kentucky,41653,1,25,NA,16,15,104,Nonprofit,Parent,NA,"Big Sandy Health Care, Inc.",United States,"Big Sandy Health Care, Inc.",United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C116,"Bioclinica, Inc.",Princeton,New Jersey,8540,6,115,NA,NA,350,3000,Private,Subsidiary,NA,CINVEN PARTNERS LLP,United Kingdom,CINVEN PARTNERS LLP,United Kingdom,Diagnostic Laboratories,80710000,Medical laboratories,8071,Medical Laboratories
C117,"Biotech Clinical Laboratories, Inc.",Novi,Michigan,48375,1,9,NA,4,100,101,Private,Parent,NA,"Biotech Clinical Laboratories, Inc.",United States,"Biotech Clinical Laboratories, Inc.",United States,Diagnostic Laboratories,80710100,Testing laboratories,8071,Medical Laboratories
C118,Birmingham Surgery Center,Birmingham,Alabama,35209,1,5,NA,NA,69,69,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110201,Ambulatory surgical center,8011,Offices and Clinics of Doctors of Medicine
C119,"Birth Tissue Recovery, LLC",Winston Salem,North Carolina,27103,1,7,NA,NA,NA,42,Private,Parent,NA,"Birth Tissue Recovery, LLC",United States,"Birth Tissue Recovery, LLC",United States,Ambulatory Services,80999909,Organ bank,8099,"Health and Allied Services, Not Elsewhere Classified"
C120,Bleuler Psychotherapy Center Inc,Forest Hills,New York,11375,1,8,NA,9,40,40,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C121,"Blood and Marrow Transplant Group of Georgia, PC",Atlanta,Georgia,30342,1,9,NA,NA,65,65,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119904,"Physicians' office, including specialists",8011,Offices and Clinics of Doctors of Medicine
C122,"Blount Memorial Hospital, Incorporated",Maryville,Tennessee,37804,1,241,NA,0,1850,2060,Nonprofit,Parent,NA,"Blount Memorial Hospital, Incorporated",United States,"Blount Memorial Hospital, Incorporated",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C123,"Blue Ridge Healthcare Hospitals, Inc.",Morganton,North Carolina,28655,1,191,NA,347,NA,1400,Private,Subsidiary,NA,Atrium Health Foundation,United States,Atrium Health Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C124,"Bon Secours Mercy Health, Inc.",Cincinnati,Ohio,45237,3,8718,NA,13575,70,19000,Nonprofit,Parent,NA,"Bon Secours Mercy Health, Inc.",United States,"Bon Secours Mercy Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C125,"Bond & Steele Clinic, P.A.",Winter Haven,Florida,33880,1,42,NA,7,285,300,Private,Parent,NA,"Bond & Steele Clinic, P.A.",United States,"Bond & Steele Clinic, P.A.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C126,"Boone Memorial Hospital, Inc.",Madison,West Virginia,25130,1,44,NA,49,175,175,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C127,"Borland-Groover Clinic, P.A.",Jacksonville,Florida,32256,1,8,NA,0,24,33,Private,Parent,NA,"Borland-Groover Clinic, P.A.",United States,"Borland-Groover Clinic, P.A.",United States,Physicians and Health Practitioners,80110103,Gastronomist,8011,Offices and Clinics of Doctors of Medicine
C128,Brattleboro Retreat,Brattleboro,Vermont,5301,1,71,NA,48,500,800,Private,Parent,NA,Brattleboro Retreat,United States,Brattleboro Retreat,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C129,Breast Cancer Org,Ardmore,Pennsylvania,19003,1,5,NA,NA,13,13,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C130,"Brevard Eye Center, Inc.",Melbourne,Florida,32901,1,10,NA,0,12,70,Private,Parent,NA,"Brevard Eye Center, Inc.",United States,"Brevard Eye Center, Inc.",United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C131,Brevard North County Hospital,Titusville,Florida,32796,1,153,NA,154,910,980,Nonprofit,Parent,NA,Brevard North County Hospital,United States,Brevard North County Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C132,Bridgeport Hospital,Bridgeport,Connecticut,6610,2,626,NA,607,192,200,Private,Subsidiary,NA,Yale New Haven Health Services Corporation,United States,Yale New Haven Health Services Corporation,United States,Hospitals,80629903,"Hospital, medical school affiliated with residency",8062,General Medical and Surgical Hospitals
C133,Bristol Hospital Incorporated,Bristol,Connecticut,6010,1,150,NA,133,1185,1600,Private,Subsidiary,NA,"Bristol Hospital and Health Care Group, Inc.",United States,"Bristol Hospital and Health Care Group, Inc.",United States,Hospitals,80629904,"Hospital, medical school affiliation",8062,General Medical and Surgical Hospitals
C134,"Bronson Health Care Group, Inc.",Kalamazoo,Michigan,49007,2,1234,NA,1408,NA,4180,Nonprofit,Parent,NA,"Bronson Health Care Group, Inc.",United States,"Bronson Health Care Group, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C135,"Brook Lane Health Services, Inc.",Hagerstown,Maryland,21742,1,21,NA,22,220,561,Private,Parent,NA,"Brook Lane Health Services, Inc.",United States,"Brook Lane Health Services, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C136,"Brookhaven Memorial Hospital Medical Center, Inc.",East Patchogue,New York,11772,1,272,NA,241,1700,2100,Nonprofit,Parent,NA,"Brookhaven Memorial Hospital Medical Center, Inc.",United States,"Brookhaven Memorial Hospital Medical Center, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C137,"Brooks-TLC Hospital System, Inc.",Dunkirk,New York,14048,1,65,NA,17,430,434,Nonprofit,Parent,NA,"Brooks-TLC Hospital System, Inc.",United States,"Brooks-TLC Hospital System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C138,Broward General Medical Center,Fort Lauderdale,Florida,33316,1,456,NA,888,77,77,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C139,"Bucyrus Community Hospital, Inc.",Bucyrus,Ohio,44820,1,24,NA,NA,165,165,Nonprofit,Subsidiary,NA,Avita Health System,United States,Avita Health System,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C140,"Buffalo Niagara Medical Campus, Inc.",Buffalo,New York,14203,2,8,NA,110,NA,10,Nonprofit,Parent,NA,"Buffalo Niagara Medical Campus, Inc.",United States,"Buffalo Niagara Medical Campus, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C141,"Butler Behavioral Health Services, Inc.",Hamilton,Ohio,45011,1,8,NA,8,28,39,Nonprofit,Parent,NA,"Butler Behavioral Health Services, Inc.",United States,"Butler Behavioral Health Services, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C142,"Butler Health System, Inc.",Butler,Pennsylvania,16001,1,256,NA,347,NA,3000,Nonprofit,Parent,NA,"Butler Health System, Inc.",United States,"Butler Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C143,Cahaba Medical Care Foundation,Centreville,Alabama,35042,1,14,NA,4,48,48,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C144,Caldwell Hospice Palliative Care Inc,Lenoir,North Carolina,28645,1,13,NA,20,83,83,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
C145,"Calvary Hospital, Inc.",Bronx,New York,10461,2,119,NA,104,850,900,Private,Parent,NA,"Calvary Hospital, Inc.",United States,"Calvary Hospital, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C146,"Calvert Health System, Inc.",Prince Frederick,Maryland,20678,1,158,NA,257,NA,1500,Private,Parent,NA,"Calvert Health System, Inc.",United States,"Calvert Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C147,Cambridge Public Health Commission,Cambridge,Massachusetts,2139,1,277,NA,32,1000,2700,Private,Parent,NA,Cambridge Public Health Commission,United States,Cambridge Public Health Commission,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C148,"Can Community Health, Inc.",Sarasota,Florida,34232,1,25,NA,14,200,200,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C149,"Cancer Care Specialists of Central Illinois, S.C.",Decatur,Illinois,62526,1,10,NA,NA,83,83,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110108,Oncologist,8011,Offices and Clinics of Doctors of Medicine
C150,"Cancer Treatment Centers of America, Inc.",Boca Raton,Florida,33487,1,106,NA,NA,153,1900,Private,Parent,NA,"Cancer Treatment Centers of America, Inc.",United States,"Cancer Treatment Centers of America, Inc.",United States,Hospitals,80690201,Cancer hospital,8069,"Specialty Hospitals, Except Psychiatric"
C151,"Cape Cod Healthcare, Inc.",Hyannis,Massachusetts,2601,1,979,NA,1170,130,1850,Nonprofit,Parent,NA,"Cape Cod Healthcare, Inc.",United States,"Cape Cod Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C152,Cape Cod Hospital,Hyannis,Massachusetts,2601,1,599,NA,654,1400,1700,Nonprofit,Subsidiary,NA,"Cape Cod Healthcare, Inc.",United States,"Cape Cod Healthcare, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C153,"Cape Coral Eye Center, P.A.",Cape Coral,Florida,33904,1,10,NA,0,NA,70,Private,Parent,NA,"Cape Coral Eye Center, P.A.",United States,"Cape Coral Eye Center, P.A.",United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C154,Cape Fear Eye Associates PA,Fayetteville,North Carolina,28304,1,9,NA,0,70,74,Private,Parent,NA,Cape Fear Eye Associates PA,United States,Cape Fear Eye Associates PA,United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C155,"Cape Regional Medical Center, Inc.",Cape May Court House,New Jersey,8210,1,122,NA,157,1200,1200,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C156,Capital Orthopaedic Clinic Pllc,Flowood,Mississippi,39232,1,6,NA,NA,24,24,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
C157,"Capital Vision Services, LP",Vienna,Virginia,22182,1,9,NA,NA,NA,30,Partnership,Parent,NA,"Capital Vision Services, LP",United States,"Capital Vision Services, LP",United States,Physicians and Health Practitioners,80420000,Offices and clinics of optometrists,8042,Offices and Clinics of Optometrists
C158,"Cardiovascular Associates, Inc.",Birmingham,Alabama,35243,1,33,NA,0,120,320,Private,Parent,NA,"Cardiovascular Associates, Inc.",United States,"Cardiovascular Associates, Inc.",United States,Physicians and Health Practitioners,80110101,Cardiologist and cardio-vascular specialist,8011,Offices and Clinics of Doctors of Medicine
